chain,R_0,D_lat,D_inf,α,D_imm,ρ,logα,η,accepted,logprior,loglikelihood,logjoint
1,7.0537955736851154,1.1445891586358965,1.917403069986849,0.358630790980069,14.098261530449271,0.6365833447172484,-10.969328547194607,0.0015157165665103986,false,-8.847401106146307,-119.93038281641279,-128.77778392255908
1,6.082536921595663,1.419141522562001,1.3943319663933635,0.4540632257581814,16.507016762275942,0.6745423542010585,-4.118201722555085,0.0015157165665103986,false,-7.944449121693379,-121.84723572161008,-129.79168484330344
1,5.2828711992036315,1.9704252361835375,1.2147681244561648,0.4559659577683856,8.884464322841247,0.5927513816373668,-5.444537015416756,0.0015157165665103986,false,-7.396002848936851,-124.78983171314614,-132.185834562083
1,4.9936161124973,1.1913356914997397,1.3670541366364164,0.4386144867574188,10.016046007051632,0.6817514723112361,-2.465068778892004,0.0015157165665103986,false,-7.554144925430832,-119.56976733381677,-127.1239122592476
1,5.54826739432035,0.9676952916566698,2.8596910810866065,0.4207725753868965,13.08900389375591,0.5861261637198822,-4.605483804328941,0.0015157165665103986,false,-7.536747574734249,-122.74418697252162,-130.28093454725587
1,7.826280860260932,1.3193932164115565,2.20891958955317,0.41510172926662847,12.449356694882946,0.6245575713855464,-1.0580999924707868,0.0015157165665103986,false,-9.463257185942261,-119.8301132928755,-129.29337047881776
1,5.683327344498107,1.228940854445788,1.5805920532413775,0.3776328056371039,9.799819845343718,0.6198349138819904,-3.0953034340255954,0.0015157165665103986,false,-7.821210995867508,-119.81852738535974,-127.63973838122725
1,5.640350834982308,1.421313060150447,1.285449399422163,0.38959200436310176,18.065664547571146,0.6820889307456124,-5.407111024328643,0.0015157165665103986,false,-7.761539756411659,-120.0741223248338,-127.83566208124546
1,6.47602413715569,1.2357736178491487,2.0137126823564664,0.2734946343554769,21.775891678820035,0.7271469143957237,-1.1618131361945245,0.0015157165665103986,false,-8.730309215077462,-120.92915882896511,-129.65946804404257
1,7.461834338530026,1.422103378990668,2.1462719936857293,0.371374509602972,9.729935198291976,0.6545020636951531,-5.179154340835709,0.0015157165665103986,false,-9.17022051583352,-122.50327290776758,-131.6734934236011
1,6.538540618793949,1.2750301201458438,2.5432052175887425,0.363781048141943,21.996938733881098,0.7266990513482442,-7.906391996689507,0.0015157165665103986,false,-8.52201318304573,-121.53717896865514,-130.05919215170087
1,6.565286680700362,1.365900395990869,2.4773503209544203,0.4690739021513498,12.796019913494916,0.6987675083171215,-12.648584074180519,0.0015157165665103986,false,-8.140175457552315,-119.70775080061577,-127.84792625816809
1,6.565286680700362,1.365900395990869,2.4773503209544203,0.4690739021513498,12.796019913494916,0.6987675083171215,-3.937320579144256,0.0015157165665103986,false,-8.140175457552315,-119.70775080061577,-127.84792625816809
1,4.747321659860589,1.0508721222753712,1.8414303603742301,0.33494184066832305,18.07391954329187,0.6904793819922467,-4.221915902099525,0.0015157165665103986,false,-7.435227922099951,-120.42610234134104,-127.86133026344099
1,7.012181471206941,0.6965399547349933,3.694025815118685,0.4403371726458349,11.387930017470028,0.6035550453150819,-2.485836374257616,0.0015157165665103986,false,-9.161274896380576,-121.7342164997943,-130.89549139617486
1,5.282854544536935,0.9474731540576111,1.7816258815215262,0.32807987421767537,15.052903896925525,0.6086075907405066,-0.6235426570826093,0.0015157165665103986,false,-7.680998277090819,-119.51822284189144,-127.19922111898227
1,5.892994365217237,1.5601519783301432,1.2377831636951901,0.4692882847708635,9.688991757936696,0.6906966944685308,-0.6510022857422513,0.0015157165665103986,true,-7.949037172988209,-120.27005708143074,-128.21909425441893
1,5.074696979452451,0.9067685749365526,1.361651954013502,0.4126016883472759,6.319189148600102,0.6823079111542167,-1.7888066252299097,0.0015157165665103986,false,-8.137555627065188,-122.63581725204442,-130.77337287910962
1,5.968466239167904,1.40110124148535,1.3620743392173766,0.48361854752438543,7.788970808753291,0.634675369696932,-4.141391602220992,0.0015157165665103986,false,-8.068492697014209,-119.84769269844533,-127.91618539545954
1,5.596399608280817,1.4175556181906828,1.509448588872851,0.43529336514845196,15.095839444220092,0.6742314856675099,-0.6198091638628682,0.0015157165665103986,true,-7.55233513233037,-120.90008521001688,-128.45242034234724
1,8.352570561254787,1.3082695181450856,2.1108898418893505,0.46767188555019507,14.628516050311047,0.656423104621502,-1.2128828830986151,0.0015157165665103986,false,-10.143134381315814,-119.94936145822271,-130.09249583953851
1,7.019143145332858,1.491625015605166,2.6460914930029142,0.35373817468055435,19.039557695404074,0.6488690474754357,0.0,0.0015157165665103986,true,-8.543882446811734,-121.91255490177328,-130.456437348585
1,5.607544440173926,1.4807394464148231,1.690903190660327,0.3731960878695233,14.513301011476948,0.7595448885349271,-4.50501048099386,0.0015157165665103986,false,-7.696513660417306,-122.71677050397608,-130.4132841643934
1,4.7048591106043665,0.701256292962793,2.2241792293672384,0.27094355892225036,21.016139170605587,0.646290326941143,0.0,0.0015157165665103986,true,-7.90388191553074,-121.04569982586308,-128.9495817413938
1,5.216137613752934,0.5778692206682514,2.4473137037042783,0.4370902333692985,10.470837083157512,0.6769872060692871,-5.059514597750223,0.0015157165665103986,false,-8.031658559583814,-119.7415881582163,-127.77324671780012
1,4.968380428619717,0.5737566923718476,2.8920176322033706,0.288102609012725,15.356807942593003,0.6575250736309948,0.0,0.0015157165665103986,true,-7.921938726336612,-121.5242477838094,-129.44618651014602
